name,category,calories,protein,carbs,fat,fiber,standardUnit
เชอรี่,fruit,79,1.13,17.77,0.38,1.64,ถ้วยตวง
เชอรี่ ไทย,fruit,31.01,0.38,6.72,0.29,0.96,ถ้วยตวง
ซอสมะม่วง,fruit,323.82,1.26,79.13,0.25,1.89,ถ้วยตวง
ตาล เนื้อสีเหลือง ยี,fruit,16.14,0.46,3.16,0.18,2.18,ทัพพี
ตำกล้วยตีบใหญ่,fruit,202.84,3.8,45.11,0.8,2.09,ถ้วยตวง
ตำแตงโมอ่อน,fruit,32.48,1.51,6,0.27,0.1,ถ้วยตวง
ตำฝรั่ง,fruit,93.91,2.26,19.93,0.57,6.72,ถ้วยตวง
ตำฝรั่งใส่ปูนา,fruit,77.97,3.06,15.48,0.42,4.63,ถ้วยตวง
ตำมะม่วงดิบ,fruit,124.36,1,29.2,0.39,3.79,ถ้วยตวง
ตำมะละกอ,fruit,41.39,1.74,7.78,0.37,3.54,ถ้วยตวง
แตงโม จินตหราแดง,fruit,58.05,1.45,13.07,0,0.94,ถ้วยตวง
แตงโม จินตหราเหลือง,fruit,44.06,1.1,9.92,0,0.8,ถ้วยตวง
แตงโม เนื้อแดง,fruit,50.24,1.08,11.27,0.09,0.46,ถ้วยตวง
แตงโม เนื้อเหลือง,fruit,44.34,0.67,10.11,0.13,1.35,ถ้วยตวง
แตงโม อ่อน ดิบ,fruit,20.34,0.72,3.96,0.18,0,ถ้วยตวง
ทับทิมกรอบ,fruit,591.07,5.62,59.34,36.8,1.58,ถ้วยตวง
ทุเรียนกบตาขำ,fruit,251.3,4.91,40.72,7.64,4.16,ถ้วยตวง
ทุเรียนกบพิกุล,fruit,583.33,10.47,101.29,15.15,8.49,ถ้วยตวง
ทุเรียนกระดุม,fruit,305.21,5.48,53.02,7.91,5.16,ถ้วยตวง
ทุเรียนกวน,fruit,755.09,7.36,142.6,17.25,0,ถ้วยตวง
ทุเรียนก้านยาว,fruit,279.27,4.62,53.67,5.12,2.77,ถ้วยตวง
ทุเรียนกำปั่นเจ้ากรม,fruit,571.34,8.03,108.72,11.59,7.47,ถ้วยตวง
ทุเรียนชมพูศรี,fruit,246.93,4.92,41.98,6.59,6.79,ถ้วยตวง
ทุเรียนชะนี,fruit,269.87,4.63,42.41,9.08,6.31,ถ้วยตวง
ทุเรียนทองย้อยฉัตร,fruit,232.67,5.24,38.64,6.35,1.62,ถ้วยตวง
ทุเรียน ทอด,fruit,279.42,2.41,31.06,16.17,2.43,ถ้วยตวง
ทุเรียนเทศ / ทุเรียนน้ำ,fruit,30.45,0.46,6.95,0.09,0,ชิ้น (เล็ก)
ทุเรียนลวง,fruit,244.36,4.53,43.91,5.62,0,ถ้วยตวง
ทุเรียนหมอนทอง,fruit,251.66,3.91,46,5.78,4.81,ถ้วยตวง
ทุเรียน อบกรอบ,fruit,294.16,1.82,29.02,18.98,3.33,ถ้วยตวง
"ธัญญาหาร ชนิดแท่ง รสแอปเปิ้ล (แคลเซียม วิตามินอี วิตามินซี สูง, ไขมันต่ำ) (ตรา เนสวิต้า)",fruit,81.01,1,17,1,0,ชิ้น (กลาง)
น้อยหน่า,fruit,48.61,0.61,11.34,0.09,1.29,ชิ้น (เล็ก)
น้อยหน่า พันธุ์ต่างประเทศ,fruit,51.98,0.78,11.59,0.28,1.1,ชิ้น (เล็ก)
น้อยหน่าหนัง,fruit,47.06,0.56,11.01,0.09,1.33,ชิ้น (เล็ก)
น้อยโหน่ง,fruit,38.96,0.69,8.74,0.14,0,ชิ้น (เล็ก)
น้ำแตงโมปั่น พร้อมดื่ม,fruit,101.01,0.67,24.46,0.06,0.29,ถ้วยตวง
น้ำทับทิมผสมน้ำองุ่น 100% (ตรา ชบา),fruit,101.86,0,25.46,0,0,ถ้วยตวง
น้ำฝรั่ง 100%,fruit,114.56,0.2,28.44,0,0,ถ้วยตวง
น้ำฝรั่ง 100% แคลเซียมสูง (ตรา ดอยคำ),fruit,140.45,0,35.11,0,5.32,ถ้วยตวง
น้ำฝรั่งแดง 25%,fruit,112.59,0.15,27.86,0.06,0.62,ถ้วยตวง
น้ำพรุนผสมน้ำองุ่น 100% (ตรา ทิปโก้),fruit,72.68,0,16.98,0.53,1.06,ถ้วยตวง
น้ำมะม่วง (ตรา สุวรรณี),fruit,95.92,2.07,20.74,0.52,0,ถ้วยตวง
น้ำมังคุด,fruit,85.3,0.6,20.57,0.07,0.88,ถ้วยตวง
น้ำรสส้ม 15%,fruit,132.07,0,33.02,0,0,ถ้วยตวง
น้ำลิ้นจี่ 100% (ตรา ดอยคำ),fruit,106,0,26.5,0,0,ถ้วยตวง
น้ำลิ้นจี่ 25%,fruit,57.44,0.24,14.03,0.04,0.09,ถ้วยตวง
น้ำสตรอเบอร์รี่ 100% (ตรา ดอยคำ),fruit,113.08,1.05,27.22,0,0,ถ้วยตวง
น้ำสตรอเบอร์รี่ 25%,fruit,33.2,0,8.3,0,0.4,ถ้วยตวง
น้ำส้ม 100% (ตรา มาลี),fruit,117.71,0,29.43,0,0,ถ้วยตวง
น้ำส้ม 100% (ตรา ยูเอฟซี),fruit,109.3,0,27.33,0,1.05,ถ้วยตวง
น้ำส้ม 100% ไม่ระบุยี่ห้อ,fruit,75.19,1.36,17.03,0.18,0.72,ถ้วยตวง
น้ำส้ม 15%,fruit,90.8,0.3,22.4,0,0.3,ถ้วยตวง
น้ำส้ม 25%,fruit,42.8,0.2,10.5,0,0.8,ถ้วยตวง
น้ำส้มเขียวหวานผสมเกล็ดส้ม 100% (ตรา ชบา),fruit,88.28,0,22.07,0,0,ถ้วยตวง
น้ำส้มเขียวหวานผสมเกล็ดส้ม 100% (ตรา เทสโก้),fruit,100.9,0,25.22,0,0,ถ้วยตวง
น้ำส้มคั้น,fruit,70,1.47,15.55,0.21,0,ถ้วยตวง
น้ำส้มซ่า,fruit,72.16,1.02,17.02,0,0.82,ถ้วยตวง
น้ำส้มผสมน้ำสับปะรด 40% (ตรา ทิปโก้คูล ฟิต),fruit,108.68,0,27.17,0,0,ถ้วยตวง
น้ำส้มสายชู,fruit,34.4,0,8.6,0,0,ถ้วยตวง
น้ำสับปะรด 100% (ตรา มาลี),fruit,98.07,0,24.52,0,1.07,ถ้วยตวง
น้ำสับปะรด กระป๋อง,fruit,109.16,0.21,27.08,0,0,ถ้วยตวง
น้ำสับปะรดสด,fruit,93.81,0.43,23.03,0,0,ถ้วยตวง
น้ำองุ่น 100%,fruit,88.29,0.4,21.67,0,0,ถ้วยตวง
น้ำองุ่น 25%,fruit,69.2,0,17.3,0,0.4,ถ้วยตวง
น้ำองุ่นแดง 100% (ตรา ทิปโก้),fruit,89.12,0,22.28,0,0,ถ้วยตวง
น้ำองุ่นแดง 100% (ตรา เทสโก้),fruit,106.1,0,26.52,0,0,ถ้วยตวง
น้ำองุ่นแดง 100% (ตรา ยูนิฟ),fruit,123.08,0,30.77,0,0,ถ้วยตวง
น้ำองุ่นผสมน้ำแอปเปิ้ล 40% (ตรา มาลี จู๊ซมิกซ์),fruit,114.59,0,28.65,0,0,ถ้วยตวง
น้ำอัดลม กลิ่นสตรอเบอร์รี่ (ตรา แฟนต้า),fruit,123.95,0,30.99,0,0,ถ้วยตวง
น้ำอัดลม กลิ่นสตรอเบอร์รี่ (ตรา มิรินด้า),fruit,110.69,0,27.67,0,0,ถ้วยตวง
น้ำอัดลม กลิ่นส้ม (ตรา มิรินด้า),fruit,104.06,0,26.02,0,0,ถ้วยตวง
น้ำแอปเปิ้ล 100% (ตรา ทิปโก้),fruit,110.34,0,27.59,0,0,ถ้วยตวง
น้ำแอปเปิ้ล 100% (ตรา มาลี),fruit,118.83,0,29.71,0,0,ถ้วยตวง
น้ำแอปเปิ้ลแดง 100% (ตรา เทสโก้),fruit,114.59,0,28.65,0,0,ถ้วยตวง
ผำ / ไข่น้ำ / ไข่แหน,fruit,8.91,0.66,1.32,0.11,0.99,ถ้วยตวง
เผือกกวน,fruit,428.06,4.37,70.9,14.11,4.29,ถ้วยตวง
เผือกฉาบ,fruit,239.88,1.87,37.39,9.2,0,ถ้วยตวง
เผือกเชื่อม ไม่ใส่กะทิ,fruit,163.51,1.01,39.76,0.05,2.02,ทัพพี
เผือกเชื่อม ราดกะทิ,fruit,171.26,1.12,37.69,1.78,1.81,ทัพพี
เผือกน้ำกะทิ,fruit,405.5,3.95,68.43,12.88,5.56,ถ้วยตวง
ฝรั่ง,fruit,53.01,0.63,12.42,0.09,4.22,ถ้วยตวง
พุทรา ดอง,fruit,40.59,0.9,9.01,0.1,0,ถ้วยตวง
พุทราไทย,fruit,88.75,1.7,18.71,0.79,3.8,ถ้วยตวง
พุทราลูกยาว,fruit,142.92,0.83,30.34,2.02,5.71,ถ้วยตวง
พุทรา แห้ง,fruit,387,3.22,87.67,2.6,0,ถ้วยตวง
พุทราแอปเปิ้ล,fruit,57.71,1.07,13.09,0.12,2.38,ถ้วยตวง
ฟักข้าว ใบและยอด (บ่ายไข่ดุ) ต้ม (กะเหรี่ยงเมืองกาญฯ),fruit,48.6,5.6,4.3,1,4.3,ถ้วยตวง
มะกอกฝรั่ง,fruit,50.46,0.85,11.77,0,0,ถ้วยตวง
มะขาม คลุกน้ำตาล,fruit,386.87,2.68,94.04,0,7,ถ้วยตวง
มะขาม ดอก ดิบ,fruit,25.86,0.75,4.5,0.54,0,ถ้วยตวง
มะขาม ดอง,fruit,54.58,1,12.3,0.15,0,ถ้วยตวง
มะขามเทศ,fruit,68.95,2.34,14.2,0.31,2.65,ถ้วยตวง
มะขาม ใบอ่อน ดิบ,fruit,3.72,0.24,0.64,0.02,0.29,ทัพพี
มะขามป้อม,fruit,79.98,0.87,17.73,0.62,0,ถ้วยตวง
มะขามป้อม ดอง,fruit,51.36,0.64,12.2,0,0,ถ้วยตวง
มะขามเปียก / มะขามเปรี้ยว,fruit,244.93,2.37,58.4,0.21,6.07,ถ้วยตวง
มะขาม ฝักอ่อน ดิบ,fruit,57.93,1.91,12.2,0.17,12.2,ถ้วยตวง
มะขามหวาน,fruit,323.42,2.99,77.87,0,8.67,ถ้วยตวง
มะเดื่อฝรั่ง,fruit,65.6,1,14.5,0.4,0,ถ้วยตวง
มะเดื่อฝรั่ง แห้ง,fruit,309.4,4.8,69.4,1.4,0,ถ้วยตวง
มะตะบะไส้กล้วย (ฮาลาล),fruit,90.57,2.01,11.5,4.06,0,ทัพพี
มะนาว ผล (เนื้อ น้ำ),fruit,96.76,1.02,12.09,4.92,4.1,ถ้วยตวง
มะพร้าว เนื้ออ่อน,fruit,74.15,2.06,6.56,4.41,2.35,ถ้วยตวง
มะเฟือง,fruit,47.24,0.66,10.88,0.12,3.23,ถ้วยตวง
มะไฟ,fruit,26.6,0.39,5.88,0.17,0,ถ้วยตวง
มะม่วงกวน แผ่น ขุ่น,fruit,99.29,0.87,23.51,0.19,1.89,ทัพพี
มะม่วงกวน แผ่น ใส,fruit,124.36,0.77,30,0.14,1.99,ทัพพี
มะม่วงแก้ว ดิบ,fruit,92.09,0.71,21.83,0.22,3.42,ถ้วยตวง
มะม่วงแก้ว สุก,fruit,129.13,0.83,31.14,0.14,2.22,ถ้วยตวง
มะม่วงเขียวเสวย ดิบ,fruit,90.25,0.78,21.45,0.15,4.02,ถ้วยตวง
มะม่วงเขียวเสวย สุก,fruit,113.98,0.69,25.3,1.11,0,ถ้วยตวง
มะม่วง แช่อิ่ม อบแห้ง,fruit,149.45,0.44,36.43,0.22,1.67,ทัพพี
มะม่วง ดอง,fruit,30.62,0.25,6.9,0.23,0,ทัพพี
มะม่วง ดอง แช่อิ่ม,fruit,49.48,0.26,11.94,0.07,1.19,ทัพพี
มะม่วงตับเป็ด สุก,fruit,129.88,1.49,30.98,0,0,ถ้วยตวง
มะม่วงทองดำ ดิบ,fruit,97.75,0.74,22.7,0.44,0,ถ้วยตวง
มะม่วงทองดำ สุก,fruit,114.15,0.83,27.7,0,0,ถ้วยตวง
มะม่วงทะวาย ดิบ,fruit,90.86,1.03,21.43,0.11,0,ถ้วยตวง
มะม่วงน้ำดอกไม้ สุก,fruit,105.06,0.9,24.65,0.32,1.52,ถ้วยตวง
มะม่วง ใบอ่อน ดิบ,fruit,45.4,2.69,8.35,0.14,0,ถ้วยตวง
มะม่วงพิมเสนมัน ดิบ,fruit,103.19,0.97,23.55,0.57,2.05,ถ้วยตวง
มะม่วงพิมเสนมัน สุก,fruit,89.24,1.39,20.29,0.28,0,ถ้วยตวง
มะม่วงพิมเสนมัน ห่าม,fruit,105.91,0.8,24.4,0.57,0,ถ้วยตวง
มะม่วงแรด ดิบ,fruit,87.04,0.57,20.67,0.23,2.49,ถ้วยตวง
มะม่วงสุก (ขุไดยะ) (กะเหรี่ยงเมืองกาญฯ),fruit,92.9,0.6,22.4,0.1,1,ถ้วยตวง
มะม่วงหนังกลางวัน สุก,fruit,117.52,0.69,28.22,0.21,0,ถ้วยตวง
มะม่วงหิมพานต์ ผล สุก,fruit,96.12,1.26,21.96,0.36,0,ถ้วยตวง
มะม่วงหิมพานต์ เมล็ดแห้ง ดิบ,fruit,696.93,21.54,32.27,53.52,5.59,ถ้วยตวง
มะม่วงหิมพานต์ เมล็ด อบเกลือ,fruit,708.76,23.48,31.74,54.21,4.88,ถ้วยตวง
มะม่วงหิมพานต์ เมล็ด อบเนย,fruit,705.55,22,33.06,53.92,5.81,ถ้วยตวง
มะม่วงหิมพานต์ ยอดอ่อน ดิบ,fruit,19.47,0.93,3.88,0.02,2.97,ถ้วยตวง
มะม่วงอกร่อง สุก,fruit,107.79,0.83,25.53,0.26,1.69,ถ้วยตวง
มะม่วง อบแห้ง,fruit,574.51,2.15,139.35,0.95,16.86,ถ้วยตวง
มะเม่า / หมากเม่า,fruit,67.65,0.57,16.16,0.08,0.71,ถ้วยตวง
มะยงชิด สุก,fruit,78.67,0.6,18.62,0.2,2.13,ถ้วยตวง
มะยม,fruit,37.73,0.77,6.93,0.77,0,ถ้วยตวง
มะยม ดอง,fruit,26.69,1.14,4.97,0.25,0,ถ้วยตวง
มะยม ใบอ่อน ดิบ,fruit,19.77,2.25,2.22,0.21,0,ถ้วยตวง
มะรุม ฝัก ดิบ,fruit,43.52,2.57,7.78,0.23,1.64,ถ้วยตวง
มะรุม ฝักอ่อน ต้ม,fruit,31.82,1.38,5.96,0.27,3.13,ถ้วยตวง
มะรุม ยอดอ่อน ดิบ,fruit,37.59,3.11,4.87,0.63,0.88,ถ้วยตวง
มะละกอ ดิบ,fruit,32.22,0.8,6.97,0.13,3.38,ถ้วยตวง
มะละกอ ใบและยอด ดิบ,fruit,76.03,4.39,12.02,1.15,0,ถ้วยตวง
มะละกอ ใบและยอด ต้ม,fruit,45.22,4.03,6.62,0.29,0,ถ้วยตวง
มะละกอ สุก,fruit,56.79,0.83,13.11,0.11,2.69,ถ้วยตวง
มะแว้ง ดิบ,fruit,97.66,3.2,18.45,1.23,0,ถ้วยตวง
มะแหลบ,fruit,17.68,0.84,2.71,0.39,0.5,ช้อนโต๊ะ
มะอึก ผล ดิบ,fruit,66.53,2.39,11.97,1.01,4.54,ถ้วยตวง
มังคุด,fruit,121.32,0.76,29.35,0.1,2.45,ถ้วยตวง
มังคุดกวน,fruit,806.15,2.99,195.96,1.15,8.97,ถ้วยตวง
มังคุดป่า (กะเหรี่ยงเมืองกาญฯ),fruit,68.31,0.59,14.08,1.07,3.8,ถ้วยตวง
มันทอดกรอบเคลือบเนยคาราเมล,fruit,167.72,1.12,26.64,6.3,0.72,ชิ้น (กลาง)
มันเทศเชื่อม,fruit,152.29,0.6,37.32,0.07,0,ทัพพี
มันปูเสวย / มันปู ปรุงรส (คล้ายน้ำพริก),fruit,239.73,3.2,0,25.22,0,ทัพพี
มันรังนก,fruit,354.43,0.74,59.01,12.83,2.63,ถ้วยตวง
มันสำปะหลังเชื่อม,fruit,150.61,0.63,32.25,2.12,0.75,ทัพพี
มันสำปะหลัง ยอดอ่อน ดิบ,fruit,30.36,2.12,4.87,0.27,2.09,ถ้วยตวง
ละมุด,fruit,144.06,0.96,33.26,0.8,14.55,ถ้วยตวง
ละมุดไทย,fruit,142.3,0.57,32.92,0.93,8.34,ถ้วยตวง
ละมุดสีดา,fruit,189.83,1.49,42.61,1.49,0,ถ้วยตวง
ลางสาด,fruit,94.33,1.27,22,0.14,1,ถ้วยตวง
ลำไย,fruit,129.78,1.91,30.12,0.18,1.68,ถ้วยตวง
ลำไยกะโหลก,fruit,126.56,1.48,29.8,0.16,0.43,ถ้วยตวง
ลำไยกะโหลกเบี้ยว,fruit,125.49,1.97,29.04,0.16,1.3,ถ้วยตวง
ลำไย ในน้ำเชื่อม บรรจุกระป๋อง,fruit,154.83,0.58,33.9,1.88,0.75,ถ้วยตวง
ลำไยเบี้ยวเขียว,fruit,116.74,1.89,26.91,0.17,1.31,ถ้วยตวง
ลำไยสีชมพู,fruit,122.16,1.89,28.18,0.21,1.48,ถ้วยตวง
ลำไยแห้ว,fruit,121.52,1.97,28.04,0.16,1.48,ถ้วยตวง
ลำไย อบแห้ง,fruit,331.97,4.78,77.27,0.42,0,ถ้วยตวง
ลำไยอีดอ,fruit,118.24,1.97,27.22,0.16,1.31,ถ้วยตวง
ลิ้นจี่,fruit,97.85,1.43,22.5,0.24,1.79,ถ้วยตวง
ลิ้นจี่จอมใจกวางเจา,fruit,94.91,1.34,22.05,0.15,1.79,ถ้วยตวง
ลิ้นจี่จักรพรรดิ,fruit,102.11,1.56,23.26,0.31,1.19,ถ้วยตวง
ลิ้นจี่ ในน้ำเชื่อม บรรจุกระป๋อง,fruit,144.87,0.61,31.32,1.9,0.49,ถ้วยตวง
ลิ้นจี่ป่า / บักแงว,fruit,97.45,1.49,22.2,0.3,1.79,ถ้วยตวง
ลิ้นจี่ป่า (โผ่วมี้ซา) (กะเหรี่ยงเมืองกาญฯ),fruit,65.4,1,14.9,0.2,1.2,ถ้วยตวง
ลิ้นจี่ แห้ง,fruit,269.88,3.12,59.9,1.98,0,ถ้วยตวง
ลิ้นจี่แห้ว,fruit,137.08,1.64,32.63,0,0,ถ้วยตวง
ลิ้นจี่โฮงฮวย,fruit,115.03,1.76,26.19,0.36,1.49,ถ้วยตวง
ลิ้นฟ้า ฝัก ปิ้ง,fruit,70.73,0.75,15.86,0.48,7.29,ถ้วยตวง
ลูกเกด,fruit,373.74,3.6,88.16,0.74,4.46,ถ้วยตวง
ลูกเค็ง / หมากเข้ง / ลูกนางดำ / กาหยี / หยี,fruit,79.1,0.82,18.95,0,0,ถ้วยตวง
สตรอเบอร์รี,fruit,51.05,1.07,10.18,0.67,4.73,ถ้วยตวง
สตรอเบอร์รี่ แช่แข็ง,fruit,55.48,1.07,12.19,0.27,3.48,ถ้วยตวง
สตรอเบอร์รี่ อบแห้ง,fruit,474.36,1.88,116.71,0,3.08,ถ้วยตวง
ส้มเกลี้ยง,fruit,75.46,0.72,18.14,0,0,ถ้วยตวง
ส้มเขียวหวาน,fruit,61.04,1.17,13.55,0.24,2.18,ถ้วยตวง
ส้มแขก,fruit,12.96,0.36,2.88,0,0.47,ถ้วยตวง
ส้มจุก,fruit,55.6,0.97,12.93,0,0,ถ้วยตวง
ส้มเช้ง,fruit,71.84,1.35,16.34,0.12,2.89,ถ้วยตวง
ส้มโชกุน,fruit,65.89,1.53,14.32,0.28,1.81,ถ้วยตวง
ส้มตำไทยใส่ปู,fruit,118.35,5.55,16.95,3.15,0,ถ้วยตวง
ส้มตำปูม้า,fruit,169.87,11.72,29.62,0.5,3.12,ถ้วยตวง
ส้มตำปูแสมดอง,fruit,114.38,4.04,23.34,0.54,3.82,ถ้วยตวง
ส้มตำลาว,fruit,68.58,1.89,14.39,0.39,3.45,ถ้วยตวง
ส้มป่อย ใบ ดิบ,fruit,4.83,0.4,0.72,0.04,0,ทัพพี
ส้มป่อย (เพ่อไชดุ) ต้ม (กะเหรี่ยงเมืองกาญฯ),fruit,65.24,4.3,11.2,0.36,8.1,ถ้วยตวง
ส้มฟัก,fruit,116.61,15.36,9.96,1.71,0.63,ถ้วยตวง
ส้มสายน้ำผึ้ง,fruit,76.67,1.7,16.72,0.33,2.36,ถ้วยตวง
ส้ม อบแห้ง,fruit,600.62,3.78,144.82,0.69,20.12,ถ้วยตวง
ส้มโอ,fruit,68.06,1.4,15.2,0.18,2.3,ถ้วยตวง
ส้มโอ ขาวน้ำผึ้ง,fruit,71.76,1.09,15.44,0.62,2.13,ถ้วยตวง
ส้มโอ ทองดี,fruit,68.69,1.05,14.79,0.59,1.52,ถ้วยตวง
สับปะรด,fruit,74.1,0.68,17.69,0.07,2.21,ถ้วยตวง
สับปะรด แช่แข็ง,fruit,67.05,0.68,15.78,0.14,1.9,ถ้วยตวง
สับปะรด ทอดอบกรอบ,fruit,234.21,1.92,40.25,7.28,5.04,ถ้วยตวง
สับปะรด ในน้ำสับปะรด บรรจุกระป๋อง,fruit,69.63,0.54,16.86,0,1.36,ถ้วยตวง
สับปะรดศรีราชา,fruit,66.11,0.69,15.67,0.07,2.55,ถ้วยตวง
สับปะรด แห้ง,fruit,330.4,0,82.6,0,0,ถ้วยตวง
สาลี่,fruit,64.19,0.52,14.93,0.26,2.95,ถ้วยตวง
สาลี่กรอบ,fruit,70.72,1.71,11.86,1.83,0.39,ชิ้น (กลาง)
สาลี่หอม,fruit,75.61,0.62,17.58,0.31,4.32,ถ้วยตวง
สำปันนี,fruit,599.42,4.54,122.64,10.08,0,ถ้วยตวง
เสาวรส / แพชชั่นฟรุท ผล เนื้อภายนอก,fruit,49.5,1.3,10.4,0.3,3.8,ถ้วยตวง
เสาวรส / แพชชั่นฟรุท เมล็ด,fruit,294,7.5,31.8,15.2,23.2,ถ้วยตวง
หน่อไม้ฝรั่ง ดิบ,fruit,24.93,2.55,3.52,0.07,2.69,ถ้วยตวง
หน่อไม้ฝรั่ง ลวก,fruit,9.32,0.79,1.37,0.07,0.91,ทัพพี
หมากฝรั่ง,fruit,11.68,0,2.9,0.01,0.07,ชิ้น (กลาง)
หยวกกล้วยอ่อน ดิบ,fruit,14.17,0.87,2.18,0.22,2.12,ถ้วยตวง
